"year","function_group","employeeID","planned_work_days","holidays","vacation_days","paid_days_off","vacation_total","vacation_proportion_percentage","sick_leave_A","sick_leave_B","sick_leave_other","sick_leave_total","sickLeave_proportion_percentage"
2021,"01AS00",15399,20,0,0,0,0,0,0,20,0,20,100
2021,"01AS00",15399,20,0,0,0,0,0,7,6,0,13,65
2021,"01AS00",15399,20,0,0,0,0,0,8,4,0,12,60
2021,"01AS00",16193,20,0,0,0,0,0,0,8,0,8,40
2021,"01AS00",12354,21,0,0,0,0,0,7,0,0,7,33.33
2021,"01AS00",16193,22,0,0,0,0,0,0,5,0,5,22.73
2021,"01AS00",16193,21,1,0,0,1,0,4,0,0,4,19.05
2021,"01AS00",12354,21,0,0,0,0,0,3,0,0,3,14.29
2021,"01AS00",12354,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",12354,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",12354,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",12354,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",12354,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",12354,20,0,11,0,11,55,0,0,0,0,0
2021,"01AS00",12354,22,0,7,0,7,31.82,0,0,0,0,0
2021,"01AS00",12354,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01AS00",12354,22,1,0,0,1,0,0,0,0,0,0
2021,"01AS00",12354,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15322,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",15322,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",15322,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15322,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15322,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15322,20,0,5,0,5,25,0,0,0,0,0
2021,"01AS00",15322,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01AS00",15322,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01AS00",15322,22,0,1,0,1,4.55,0,0,0,0,0
2021,"01AS00",15322,21,0,1,0,1,4.76,0,0,0,0,0
2021,"01AS00",15322,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15322,21,0,1,0,1,4.76,0,0,0,0,0
2021,"01AS00",15399,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15399,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15399,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15399,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15399,22,0,15,0,15,68.18,0,0,0,0,0
2021,"01AS00",15399,22,1,0,0,1,0,0,0,0,0,0
2021,"01AS00",15399,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15399,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",15399,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16193,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16193,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16193,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16193,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16193,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",16193,22,1,4,0,5,18.18,0,0,0,0,0
2021,"01AS00",16193,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16193,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16193,21,1,0,0,1,0,0,0,0,0,0
2021,"01AS00",16996,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16996,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",16996,23,0,1,0,1,4.35,0,0,0,0,0
2021,"01AS00",16996,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",16996,20,1,1,0,2,5,0,0,0,0,0
2021,"01AS00",16996,20,1,0,0,1,0,0,0,0,0,0
2021,"01AS00",16996,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01AS00",16996,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16996,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16996,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",16996,21,0,4,0,4,19.05,0,0,0,0,0
2021,"01AS00",16996,21,0,5,0,5,23.81,0,0,0,0,0
2021,"01AS00",4025,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4025,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4025,23,1,0,0,1,0,0,0,0,0,0
2021,"01AS00",4025,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4025,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4025,20,0,3,0,3,15,0,0,0,0,0
2021,"01AS00",4025,22,0,12,0,12,54.55,0,0,0,0,0
2021,"01AS00",4025,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01AS00",4025,22,0,1,0,1,4.55,0,0,0,0,0
2021,"01AS00",4025,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4025,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4025,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,20,1,0,0,1,0,0,0,0,0,0
2021,"01AS00",4508,20,0,5,0,5,25,0,0,0,0,0
2021,"01AS00",4508,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01AS00",4508,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01AS00",4508,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",4508,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5386,20,0,2,0,2,10,0,0,0,0,0
2021,"01AS00",5386,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",5386,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5386,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5386,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5386,20,0,6,0,6,30,0,0,0,0,0
2021,"01AS00",5386,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01AS00",5386,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5386,22,0,11,0,11,50,0,0,0,0,0
2021,"01AS00",5386,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5386,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5386,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,20,0,1,0,1,5,0,0,0,0,0
2021,"01AS00",5913,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01AS00",5913,22,0,3,0,3,13.64,0,0,0,0,0
2021,"01AS00",5913,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,21,0,5,0,5,23.81,0,0,0,0,0
2021,"01AS00",5913,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",5913,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,23,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,20,0,11,0,11,55,0,0,0,0,0
2021,"01AS00",8207,20,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01AS00",8207,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01AS00",8207,22,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,21,0,0,0,0,0,0,0,0,0,0
2021,"01AS00",8207,21,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14644,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14644,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14644,23,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14644,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14644,20,0,11,0,11,55,0,0,0,0,0
2021,"01DA00",14644,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14644,22,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14644,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01DA00",14644,22,0,1,0,1,4.55,0,0,0,0,0
2021,"01DA00",14644,21,0,1,0,1,4.76,0,0,0,0,0
2021,"01DA00",14644,21,0,2,0,2,9.52,0,0,0,0,0
2021,"01DA00",14644,21,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,23,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,20,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,22,1,0,0,1,0,0,0,0,0,0
2021,"01DA00",14948,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01DA00",14948,22,0,1,0,1,4.55,0,0,0,0,0
2021,"01DA00",14948,21,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,21,0,0,0,0,0,0,0,0,0,0
2021,"01DA00",14948,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13533,20,0,0,0,0,0,0,20,0,20,100
2021,"01DO00",13533,20,0,0,0,0,0,0,20,0,20,100
2021,"01DO00",13533,22,0,0,0,0,0,0,22,0,22,100
2021,"01DO00",13533,20,1,0,0,1,0,0,19,0,19,95
2021,"01DO00",15249,21,0,5,0,5,23.81,0,16,0,16,76.19
2021,"01DO00",15249,21,0,0,0,0,0,8,2,0,10,47.62
2021,"01DO00",13533,22,0,0,0,0,0,0,4,0,4,18.18
2021,"01DO00",16003,21,0,0,11,11,0,0,0,0,0,0
2021,"01DO00",16003,21,0,0,9,9,0,0,0,0,0,0
2021,"01DO00",13533,20,0,1,0,1,5,0,0,0,0,0
2021,"01DO00",13533,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13533,23,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13533,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13533,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13533,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13533,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,23,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,20,0,1,0,1,5,0,0,0,0,0
2021,"01DO00",13718,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01DO00",13718,22,1,0,0,1,0,0,0,0,0,0
2021,"01DO00",13718,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",13718,21,0,2,0,2,9.52,0,0,0,0,0
2021,"01DO00",13718,21,0,3,0,3,14.29,0,0,0,0,0
2021,"01DO00",15249,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",15249,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",15249,23,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",15249,20,0,5,0,5,25,0,0,0,0,0
2021,"01DO00",15249,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",15249,20,0,2,0,2,10,0,0,0,0,0
2021,"01DO00",15249,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",15249,22,0,7,0,7,31.82,0,0,0,0,0
2021,"01DO00",15249,22,0,3,0,3,13.64,0,0,0,0,0
2021,"01DO00",15249,21,0,10,0,10,47.62,0,0,0,0,0
2021,"01DO00",16003,23,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",16003,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",16003,20,2,0,0,2,0,0,0,0,0,0
2021,"01DO00",16003,20,0,5,0,5,25,0,0,0,0,0
2021,"01DO00",16003,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DO00",16003,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DO00",16003,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",16003,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",17720,12,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",17720,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",17720,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",17720,21,0,1,0,1,4.76,0,0,0,0,0
2021,"01DO00",17720,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",3724,20,0,9,0,9,45,0,0,0,0,0
2021,"01DO00",3724,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",3724,23,0,3,0,3,13.04,0,0,0,0,0
2021,"01DO00",3724,20,0,5,0,5,25,0,0,0,0,0
2021,"01DO00",3724,20,1,0,0,1,0,0,0,0,0,0
2021,"01DO00",3724,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",3724,22,0,3,0,3,13.64,0,0,0,0,0
2021,"01DO00",3724,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01DO00",3724,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",3724,21,0,2,0,2,9.52,0,0,0,0,0
2021,"01DO00",3724,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",3724,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",5187,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",5187,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",5187,23,3,2,0,5,8.7,0,0,0,0,0
2021,"01DO00",5187,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",5187,20,2,0,0,2,0,0,0,0,0,0
2021,"01DO00",5187,20,0,6,0,6,30,0,0,0,0,0
2021,"01DO00",5187,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DO00",5187,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",5187,22,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",5187,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",5187,21,0,4,0,4,19.05,0,0,0,0,0
2021,"01DO00",5187,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",6295,20,2,0,0,2,0,0,0,0,0,0
2021,"01DO00",6295,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",6295,23,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",6295,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",6295,20,2,0,0,2,0,0,0,0,0,0
2021,"01DO00",6295,20,0,5,0,5,25,0,0,0,0,0
2021,"01DO00",6295,22,0,2,0,2,9.09,0,0,0,0,0
2021,"01DO00",6295,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DO00",6295,22,0,1,0,1,4.55,0,0,0,0,0
2021,"01DO00",6295,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",6295,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",6295,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",7846,20,0,5,0,5,25,0,0,0,0,0
2021,"01DO00",7846,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",7846,23,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",7846,20,1,1,0,2,5,0,0,0,0,0
2021,"01DO00",8241,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",8241,20,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",8241,23,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",8241,20,0,5,0,5,25,0,0,0,0,0
2021,"01DO00",8241,20,2,0,0,2,0,0,0,0,0,0
2021,"01DO00",8241,20,0,1,0,1,5,0,0,0,0,0
2021,"01DO00",8241,22,0,8,0,8,36.36,0,0,0,0,0
2021,"01DO00",8241,22,0,2,0,2,9.09,0,0,0,0,0
2021,"01DO00",8241,22,0,8,0,8,36.36,0,0,0,0,0
2021,"01DO00",8241,21,0,1,0,1,4.76,0,0,0,0,0
2021,"01DO00",8241,21,0,0,0,0,0,0,0,0,0,0
2021,"01DO00",8241,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13334,20,0,0,0,0,0,0,11,0,11,55
2021,"01DR00",14544,21,1,0,0,1,0,8,0,0,8,38.1
2021,"01DR00",14544,22,2,0,0,2,0,3,5,0,8,36.36
2021,"01DR00",15525,22,0,13,0,13,59.09,3,5,0,8,36.36
2021,"01DR00",14544,22,2,0,0,2,0,4,0,0,4,18.18
2021,"01DR00",7211,20,0,0,0,0,0,3,0,0,3,15
2021,"01DR00",15525,22,0,0,0,0,0,3,0,0,3,13.64
2021,"01DR00",13331,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",13331,20,0,5,0,5,25,0,0,0,0,0
2021,"01DR00",13331,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01DR00",13331,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13331,21,1,5,0,6,23.81,0,0,0,0,0
2021,"01DR00",13334,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13334,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13334,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13334,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13334,20,1,3,0,4,15,0,0,0,0,0
2021,"01DR00",13334,22,0,7,0,7,31.82,0,0,0,0,0
2021,"01DR00",13334,22,0,8,0,8,36.36,0,0,0,0,0
2021,"01DR00",13334,22,0,3,0,3,13.64,0,0,0,0,0
2021,"01DR00",13334,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13334,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13334,21,0,2,0,2,9.52,0,0,0,0,0
2021,"01DR00",13337,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13337,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13337,23,0,1,0,1,4.35,0,0,0,0,0
2021,"01DR00",13337,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13337,20,2,0,0,2,0,0,0,0,0,0
2021,"01DR00",13337,20,0,3,0,3,15,0,0,0,0,0
2021,"01DR00",13337,22,0,2,0,2,9.09,0,0,0,0,0
2021,"01DR00",13337,22,1,7,0,8,31.82,0,0,0,0,0
2021,"01DR00",13337,22,0,3,0,3,13.64,0,0,0,0,0
2021,"01DR00",13337,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13337,21,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",13337,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,20,0,3,0,3,15,0,0,0,0,0
2021,"01DR00",13365,22,0,7,0,7,31.82,0,0,0,0,0
2021,"01DR00",13365,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DR00",13365,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13365,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,20,0,5,0,5,25,0,0,0,0,0
2021,"01DR00",13369,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,20,1,1,0,2,5,0,0,0,0,0
2021,"01DR00",13369,20,0,9,0,9,45,0,0,0,0,0
2021,"01DR00",13369,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DR00",13369,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13369,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,20,1,11,0,12,55,0,0,0,0,0
2021,"01DR00",13581,20,0,1,0,1,5,0,0,0,0,0
2021,"01DR00",13581,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,22,0,7,0,7,31.82,0,0,0,0,0
2021,"01DR00",13581,21,0,5,0,5,23.81,0,0,0,0,0
2021,"01DR00",13581,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",13581,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14544,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",14544,20,1,1,0,2,5,0,0,0,0,0
2021,"01DR00",14544,23,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",14544,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",14544,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",14544,20,5,0,0,5,0,0,0,0,0,0
2021,"01DR00",14544,22,2,0,0,2,0,0,0,0,0,0
2021,"01DR00",14544,21,2,2,0,4,9.52,0,0,0,0,0
2021,"01DR00",14544,21,2,0,0,2,0,0,0,0,0,0
2021,"01DR00",14726,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",14726,20,0,3,0,3,15,0,0,0,0,0
2021,"01DR00",14726,22,0,12,0,12,54.55,0,0,0,0,0
2021,"01DR00",14726,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",14726,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15496,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15496,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15496,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15496,20,1,5,0,6,25,0,0,0,0,0
2021,"01DR00",15496,20,1,5,0,6,25,0,0,0,0,0
2021,"01DR00",15496,20,0,6,0,6,30,0,0,0,0,0
2021,"01DR00",15496,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DR00",15496,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15496,22,0,1,0,1,4.55,0,0,0,0,0
2021,"01DR00",15496,21,0,1,0,1,4.76,0,0,0,0,0
2021,"01DR00",15496,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15496,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15525,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15525,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15525,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15525,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15525,20,2,0,0,2,0,0,0,0,0,0
2021,"01DR00",15525,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15525,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DR00",15525,21,0,5,0,5,23.81,0,0,0,0,0
2021,"01DR00",15525,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15525,21,0,2,0,2,9.52,0,0,0,0,0
2021,"01DR00",15579,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",15579,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",15579,23,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",15579,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",15579,20,3,0,0,3,0,0,0,0,0,0
2021,"01DR00",15579,20,1,5,0,6,25,0,0,0,0,0
2021,"01DR00",15579,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DR00",15579,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01DR00",15579,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15579,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15579,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15579,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15779,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15779,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15779,23,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15779,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",15779,20,1,0,0,1,0,0,0,0,0,0
2021,"01DR00",15779,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15779,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DR00",15779,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15779,22,0,13,0,13,59.09,0,0,0,0,0
2021,"01DR00",15779,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",15779,21,0,6,0,6,28.57,0,0,0,0,0
2021,"01DR00",15779,21,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",3774,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",3774,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",3774,23,0,2,0,2,8.7,0,0,0,0,0
2021,"01DR00",3774,20,0,1,0,1,5,0,0,0,0,0
2021,"01DR00",3774,20,0,6,0,6,30,0,0,0,0,0
2021,"01DR00",3774,20,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",3774,22,0,10,0,10,45.45,0,0,0,0,0
2021,"01DR00",3774,22,0,5,0,5,22.73,0,0,0,0,0
2021,"01DR00",3774,22,0,0,0,0,0,0,0,0,0,0
2021,"01DR00",3774,21,1,1,0,2,4.76,0,0,0,0,0
